timestamp,open,close,high,low
2023-12-31,0.99972749,0.99961999,0.99999972,0.99861039
2024-01-01,0.99961999,0.99954993,1.00002398,0.99791022
2024-01-02,0.99954993,0.99925013,0.99992999,0.99915
2024-01-03,0.99925013,0.99959982,1.00561301,0.9991904
2024-01-04,0.99959982,0.99920026,1.00158358,0.99682786
2024-01-05,0.99920026,0.99952535,1.00110506,0.99702552
2024-01-06,0.99952535,0.999007,0.99974193,0.99744783
2024-01-07,0.999007,0.99915752,0.99945065,0.99805859
2024-01-08,0.99915752,0.9975966,0.99965714,0.99734907
2024-01-09,0.9975966,0.99923001,0.9995973,0.99754816
2024-01-10,0.99920093,0.99865,1.00005999,0.99825895
2024-01-11,0.99865,0.99921547,1.00004999,0.99589765
2024-01-12,0.99921547,0.999715,0.99993405,0.99895
2024-01-13,0.999715,0.99946521,0.99978509,0.99923
2024-01-14,0.99946521,0.99945013,0.99985008,0.9993275
2024-01-15,0.99945013,0.99987512,0.99995013,0.99926315
2024-01-16,0.99987512,0.9996001,1.00062502,0.9991596
2024-01-17,0.9996001,0.99975091,1.00014983,0.99926029
2024-01-18,0.99975091,0.99974634,1.00074966,0.99848565
2024-01-19,0.99974634,0.9995999,1.00059996,0.99791923
2024-01-20,0.9995999,0.99951,0.9999,0.99899001
2024-01-21,0.99951,0.9995061,0.9999,0.99933024
2024-01-22,0.9995061,0.99947635,1.00048367,0.99915
2024-01-23,0.99947635,0.99948803,1.00040006,0.99922758
2024-01-24,0.99948803,0.99938999,1.00002509,0.99895173
2024-01-25,0.99938999,0.99953991,0.99990005,0.99925
2024-01-26,0.99955039,0.9995701,1.0,0.99935621
2024-01-27,0.99955084,0.99965009,0.99976074,0.99927513
2024-01-28,0.99965003,0.99953569,0.9997,0.99934748
2024-01-29,0.99953569,0.9994325,0.99975001,0.99916304
2024-01-30,0.9994325,0.99935005,1.00049997,0.99909589
2024-01-31,0.99935006,0.99947962,0.99980125,0.99925005
2024-02-01,0.99947962,0.99953588,0.99998797,0.99939487
2024-02-02,0.99953588,0.99952931,1.0001,0.99928503
2024-02-03,0.99952931,0.99955015,0.99990099,0.9994005
2024-02-04,0.99955015,0.9996703,0.99977504,0.99938269
2024-02-05,0.9996703,0.99965013,1.0009002,0.99932
2024-02-06,0.99965013,0.99970012,1.00045,0.99946999
2024-02-07,0.99970012,0.99969517,0.99989254,0.99945065
2024-02-08,0.99969517,0.99954506,1.00010002,0.99939999
2024-02-09,0.99954749,0.99937456,0.99969995,0.9989285
2024-02-10,0.99937456,0.99905095,0.99974011,0.99860024
2024-02-11,0.99905095,0.99898182,0.99933,0.99839984
2024-02-12,0.99898182,0.99890245,0.9993994,0.99802073
2024-02-13,0.99914459,1.0009186,1.00130077,0.99879973
2024-02-14,1.00090483,0.99970678,1.00173668,0.9989732
2024-02-15,0.99970678,0.99952313,1.00024977,0.99894998
2024-02-16,0.9995357,0.99761647,0.9998239,0.99719827
2024-02-17,0.99764753,0.99925008,0.99973991,0.99695
2024-02-18,0.99929983,0.99909985,0.99949982,0.99890367
2024-02-19,0.99909985,0.9987769,0.99938855,0.99789968
2024-02-20,0.9987769,0.99879649,0.99921001,0.99774996
2024-02-21,0.9987713,0.99932661,0.99945001,0.99859902
2024-02-22,0.99927657,0.99942494,0.99989254,0.99862438
2024-02-23,0.999405,0.999489,0.99958508,0.99880128
2024-02-24,0.999489,0.99956966,0.99967502,0.99925011
2024-02-25,0.99955002,0.99973796,0.99980005,0.99945855
2024-02-26,0.99973796,0.99965773,0.99991742,0.99930966
2024-02-27,0.99965773,0.99889982,0.9998794,0.99854637
2024-02-28,0.99889979,0.99894879,0.99927979,0.99695009
2024-02-29,0.99894879,0.99888092,0.99917279,0.99762817
2024-03-01,0.99888092,0.99828596,0.99922247,0.99757475
2024-03-02,0.99828596,0.99860645,0.99891321,0.99777482
2024-03-03,0.99807642,0.99573735,0.99899001,0.99033014
2024-03-04,0.99573735,0.99832787,0.99953501,0.9949745
2024-03-05,0.99832787,0.99819749,0.9997996,0.99459427
2024-03-06,0.99819749,0.99924308,0.9996997,0.99680156
2024-03-07,0.99925033,0.99932201,0.99975,0.99792228
2024-03-08,0.99932201,0.99821868,0.99977503,0.99709939
2024-03-09,0.99817376,0.99776834,0.99888502,0.99649026
2024-03-10,0.99700104,0.99662431,0.99866502,0.99617205
2024-03-11,0.99680156,0.99597655,0.99807919,0.99355005
2024-03-12,0.99597655,0.99564637,0.99743215,0.99528502
2024-03-13,0.99564637,0.99711097,0.99833227,0.99426104
2024-03-14,0.99711097,0.9971974,0.99784632,0.9950805
2024-03-15,0.9971974,0.99680773,0.99867637,0.99553765
2024-03-16,0.99680773,0.99775053,0.99795952,0.99585
2024-03-17,0.99775053,0.997,0.99794318,0.99542738
2024-03-18,0.99699815,0.99876315,0.99895005,0.99646296
2024-03-19,0.99876315,0.99852407,0.99958686,0.99791441
2024-03-20,0.99852407,0.99905723,0.99924013,0.99795003
2024-03-21,0.99905723,0.9984377,0.99909977,0.99822769
2024-03-22,0.9984377,0.9985412,0.99883051,0.99649755
2024-03-23,0.99803479,0.99793673,0.99897573,0.99561909
2024-03-24,0.99793673,0.99807879,0.99899451,0.9969825
2024-03-25,0.99814881,0.99803911,0.99909533,0.99714893
2024-03-26,0.99796407,0.9983517,0.99935065,0.9968785
2024-03-27,0.9986977,0.99840165,0.99945876,0.99759378
2024-03-28,0.99840165,0.99933574,0.99940078,0.99783875
2024-03-29,0.99933574,0.999505,0.99983653,0.99913183
2024-03-30,0.99949997,0.99935034,0.9999849,0.99877243
2024-03-31,0.99930078,0.99940012,1.00171624,0.9984974
2024-04-01,0.99940012,0.9993562,0.999775,0.99913203
2024-04-02,0.99940078,0.99878351,0.99994719,0.99770008
2024-04-03,0.99869105,0.9988417,0.99910367,0.99793716
2024-04-04,0.9988069,0.99913578,0.999345,0.99869971
2024-04-05,0.99912209,0.99935039,0.99989498,0.99851805
2024-04-06,0.99935039,0.99940497,0.9997073,0.99865777
2024-04-07,0.99937599,0.99940992,0.99982253,0.99915522
